Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
8659,16.51871,21.50379,6.185167,20.15078,7.470501
8661,16.28154,21.40307,6.1894,19.63269,7.270728
8663,16.0715,21.16345,5.802032,19.40121,7.169606
8665,15.6683,21.14676,5.705283,19.52479,7.209323
8667,15.53834,21.38217,5.62217,19.63084,7.3521
8669,15.37886,21.47122,5.640216,19.72182,7.39927
8671,15.24789,21.52986,5.6605,19.70601,7.385684
8673,15.1201,21.33343,5.855669,19.69656,7.396615
8675,14.807,21.34965,5.862453,19.65896,7.342927
8677,14.73142,21.54907,5.979529,19.64157,7.369646
8679,14.81532,21.95629,6.007539,20.04226,7.560608
8681,15.03137,22.53665,6.248003,20.58406,7.652582
8683,14.80747,22.19294,6.325661,20.76734,7.684513
8685,14.43841,21.77277,6.185005,20.31232,7.324479
8687,14.23562,21.62789,6.315102,20.08104,7.284235
8689,14.32791,21.6303,6.277181,20.24016,7.348821
8691,14.40011,21.76081,6.187881,20.25516,7.356234
8693,14.49406,21.62824,6.268471,20.2908,7.369777
8695,14.57266,21.77843,6.228063,20.31861,7.358365
8697,14.59094,22.33014,6.124784,20.28832,7.400352
8699,14.85133,22.4076,6.226522,20.36951,7.524023
8701,14.76444,22.62179,6.372594,20.5418,7.725629
8703,14.63713,22.59824,6.322554,20.43709,7.583716
8705,14.49472,22.43169,6.270571,20.27825,7.435856
8707,14.3402,22.03083,6.167571,19.98717,7.361375
8709,14.25814,21.5718,6.08012,19.53536,7.088287
8711,13.91521,21.26542,5.958587,19.00062,6.87263
8713,13.79028,21.21102,5.922959,18.90952,6.705567
8715,13.66812,21.14503,5.813917,18.54788,6.68197
8717,13.42706,21.00536,5.698984,18.40974,6.544944
8719,13.14401,20.09824,5.329447,17.98675,6.10491
8721,12.93267,19.91325,5.108211,17.59795,5.91227
8723,12.70604,19.13484,4.9442,17.16362,5.601274
8725,12.56674,18.75587,4.78347,16.86822,5.580462
8727,12.42851,18.67695,4.631757,16.6528,5.504152
8729,12.29113,18.58987,4.499781,16.56019,5.435708
8731,12.11691,18.41849,4.348217,16.31094,5.338206
8733,11.96033,18.141,4.12748,16.07066,5.240057
8735,11.71613,16.98042,3.884629,15.53075,5.104912
8737,11.44283,16.79531,3.653124,15.06499,4.96172
8739,11.31472,16.68685,3.582709,14.82421,4.949575
8741,11.26202,16.66169,3.565444,14.79668,4.91747
8743,11.23088,16.5733,3.54818,14.77089,4.885675
8745,11.22129,16.51022,3.530915,14.74296,4.829266
8747,11.29903,16.50455,3.513651,14.70023,4.841247
8749,11.35775,16.03511,3.459803,14.66779,4.815316
8751,11.37431,15.71939,3.286272,14.48922,4.713464
8753,11.64542,15.64356,3.288919,14.324,4.650171
8755,11.97941,15.96213,3.469278,14.69162,4.765935
8757,12.47426,16.61267,3.782727,15.18243,4.981243
8759,12.96246,17.25001,4.004187,15.71588,5.211082
8761,13.06908,17.75012,4.040401,15.78812,5.286436
8763,13.20657,17.77346,4.007796,15.77685,5.315028
8765,13.31474,17.77475,3.974521,15.89668,5.308186
8767,13.60185,17.74062,3.798107,15.84932,5.265269
8769,13.93818,17.86885,3.748799,15.80617,5.198525
8771,14.25479,18.26636,3.736448,15.91377,5.338606
8773,14.43361,18.44212,4.023361,16.09341,5.30728
8775,14.45901,18.61559,4.05243,16.04293,5.249572
8777,14.45825,18.62119,4.085253,15.99869,5.22511
8779,14.42211,18.38744,4.028591,15.84092,5.078358
8781,14.49517,18.40958,3.96227,15.72491,5.09488
8783,14.79983,18.43376,4.088085,15.66712,5.107317
8785,15.23674,18.65949,4.15001,15.71894,5.233284
8787,15.26591,18.55013,4.155205,15.62419,5.2026
8789,15.29771,18.45333,4.099987,15.64854,5.16522
8791,15.32883,18.37641,4.136148,15.99329,5.398753
8793,15.38059,18.39616,4.299856,16.17695,5.471976
8795,15.44091,18.48545,4.300051,16.5365,5.59517
8797,15.63037,18.54879,4.403947,16.86765,5.813483
8799,15.6819,19.6132,4.573808,17.43063,5.965946
8801,15.73264,19.87402,4.666291,17.70456,6.221435
8803,15.83173,20.24592,4.75763,17.94131,6.417805
8805,15.98079,20.48124,4.851441,18.34646,6.522533
8807,16.01825,20.59319,4.906941,18.53707,6.57982
8809,16.0047,20.59892,4.914501,18.66643,6.626551
8811,15.98295,20.83067,4.922852,18.83115,6.74586
8813,15.96119,21.16525,4.937306,18.97452,6.797109
8815,15.93646,21.4834,4.955466,19.36577,7.102249
8817,15.91096,21.55768,4.971108,19.44075,7.256782
8819,15.88546,21.62789,5.204499,19.54766,7.394769
8821,15.85999,21.69777,5.557487,19.95441,7.584083
8823,15.83679,21.77256,5.923341,20.20085,7.779109
8825,15.81469,22.00491,6.064879,20.41248,7.92501
8827,15.79288,22.18745,6.151192,20.50649,7.992544
8829,15.77179,22.51292,6.36128,20.64014,8.036664
8831,15.7507,22.76271,6.451748,20.82097,8.06148
8833,15.19741,22.90424,6.454401,20.79963,8.074322
8835,14.14087,23.12929,6.597516,21.05652,8.227665
8837,13.75482,23.46895,7.016787,21.55889,8.611827
8839,13.50272,23.93092,7.257856,21.81351,8.787924
8841,13.3441,24.18927,7.421377,22.03818,8.906609
8843,13.21658,24.35763,7.546329,22.21469,9.049946
8845,13.12526,24.59205,7.676049,22.42845,9.110001
8847,13.11265,25.01247,7.736568,22.51292,9.194991
8849,12.97676,25.17146,7.90961,22.8937,9.441997
8851,12.82335,25.17121,7.990015,23.13024,9.476645
8853,13.18139,25.54988,7.906012,23.17568,9.586156
8855,13.29139,25.72889,7.916745,23.40068,9.766653
8857,13.39685,25.79564,7.922296,23.6695,9.976501
8859,13.50231,25.81229,7.932052,23.88061,10.10408
8861,13.64592,25.93049,8.394648,23.91442,10.13115
8863,13.79044,25.99343,8.423676,23.97485,10.18392
8865,13.73431,25.87327,8.310846,23.6439,10.12818
8867,13.81657,25.74803,8.208047,23.46309,9.859803
8869,13.91134,25.57259,8.135067,23.43592,9.795232
8871,14.15241,25.63518,8.106039,23.36412,9.845527
8873,14.59,25.69337,8.231277,23.5785,9.97968
8875,15.14902,25.86263,8.27797,23.54887,10.00102
8877,15.48362,26.06536,8.370131,24.00235,10.06345
8879,15.77864,25.79445,8.420624,23.63272,10.03626
8881,16.15198,24.93249,8.206328,23.29861,9.781501
8883,16.38909,24.74337,7.814175,22.95597,9.644566
8885,16.68124,24.61124,7.667527,22.70341,9.515191
8887,16.86608,24.51618,7.586551,22.63854,9.411104
8889,17.01262,24.46434,7.514946,22.55459,9.353761
8891,17.17946,24.43378,7.479961,22.42811,9.356441
8893,17.32473,24.40899,7.477881,22.35864,9.450311
8895,17.46067,24.38728,7.496391,22.53077,9.548193
8897,17.43157,24.24505,7.398555,22.18363,9.400094
8899,17.14234,23.79207,7.501451,22.01258,9.02518
8901,17.2485,23.54915,7.506275,21.898,8.832789
8903,17.41011,23.68336,7.519826,21.9473,8.850836
8905,17.57523,23.80405,7.532896,22.01254,9.053116
8907,17.74082,23.86372,7.54615,22.09441,9.13247
8909,18.88776,23.98375,7.933093,22.47174,9.412671
8911,19.29291,24.18949,8.022253,22.80133,9.599744
8913,19.40817,24.45369,8.08001,22.99974,9.718287
8915,19.65455,24.78208,8.121083,23.21628,9.763134
8917,20.07235,25.10466,8.143832,23.32149,9.791889
8919,20.68499,25.22406,8.165345,23.49031,9.817589
8921,21.21731,25.54966,8.331769,23.78016,9.883887
8923,21.28544,25.69094,8.369642,23.95417,9.942315
8925,21.34366,25.82595,8.384826,24.07337,9.961273
8927,21.40187,25.96097,8.394046,24.20078,9.980825
8929,21.44839,26.17571,8.363759,24.28362,9.999928
8931,21.49477,26.24513,8.329742,24.30962,10.04387
8933,21.54102,26.26852,8.291997,24.33562,10.05845
8935,21.58726,26.36818,8.255024,24.36162,10.07023
8937,21.63527,26.67464,8.279196,24.46134,10.14702
8939,22.09928,26.96019,8.465588,24.68224,10.36464
8941,22.18587,27.39196,8.59736,24.93617,10.47462
8943,22.25282,27.61051,8.737284,25.01793,10.61603
8945,22.27007,27.8699,8.791355,25.38115,10.82243
8947,22.16125,28.08795,8.939789,25.59712,10.97346
8949,22.11766,28.32631,9.290823,25.80671,11.23141
8951,21.8617,28.5792,9.551003,25.89199,11.39948
8953,21.58625,28.63329,9.019411,25.99092,11.49689
8955,21.315,28.45975,9.020359,25.74899,11.42005
8957,20.8128,27.78853,8.791777,25.36131,10.94363
8959,20.47259,27.37978,8.628088,24.87345,10.69613
8961,20.51108,27.35973,8.66503,24.84075,10.9814
8963,21.34703,27.74104,8.752824,25.06902,11.25084
8965,21.21642,27.68582,8.755013,24.97046,11.18673
8967,20.90245,27.68472,8.869379,24.89677,11.10343
8969,20.54502,27.62485,8.984558,24.80273,10.89407
8971,20.2233,27.41205,8.843317,24.63077,10.69267
8973,20.03936,27.18113,8.688482,24.3118,10.48019
8975,19.98877,26.91303,8.325822,24.15201,10.39203
8977,19.96128,26.73004,8.2305,24.15345,10.29741
8979,19.95552,26.74795,8.202637,24.10842,10.23019
8981,19.86987,26.70185,8.158168,24.07506,10.09339
8983,19.55905,26.60338,8.091445,23.90029,9.977358
8985,19.08779,26.39146,7.947423,23.68574,9.820536
8987,19.0222,26.21153,7.895429,23.42948,9.728303
8989,18.95397,25.89684,7.904148,23.18069,9.680025
8991,18.91388,25.28216,7.833144,23.05677,9.41126
8993,18.93031,25.01638,7.807436,23.17643,9.428878
8995,19.0263,24.4797,7.815939,23.09186,9.204358
8997,19.08148,24.13081,7.767706,22.80252,9.172479
8999,19.29788,23.88313,7.845883,22.65353,9.137489
9001,19.40521,23.75639,7.740491,22.37087,8.917561
9003,19.40883,23.81888,7.578459,22.27034,8.834308
9005,19.32154,23.98287,7.490458,22.1728,8.72259
9007,19.34758,23.99834,7.484076,22.1397,8.636697
9009,19.42463,24.02273,7.487068,22.04327,8.596982
9011,20.12502,24.43263,7.110237,22.33229,8.915279
9013,20.41925,24.55161,7.074883,22.50054,9.042462
9015,20.4986,24.40997,7.235414,22.325,8.916043
9017,20.56384,24.434,7.431379,22.40677,8.840835
9019,20.63189,24.49216,7.529703,22.53234,8.801343
9021,20.69983,24.52247,7.524091,22.32962,8.760781
9023,20.76967,24.36758,7.327585,22.29147,8.744379
9025,20.83317,24.0301,7.127417,22.10338,8.604733
9027,20.89628,23.94096,7.088045,22.04463,8.58178
9029,20.95866,24.07264,7.174069,21.99025,8.509097
9031,21.0211,24.10158,7.164956,21.89879,8.451217
9033,21.08353,24.20128,7.111692,21.94937,8.469395
9035,21.52746,23.96297,6.953907,21.66854,8.2041
9037,21.6503,23.30211,6.760231,21.13272,7.941859
9039,21.7603,22.92987,6.397777,20.71965,7.786036
9041,21.90388,22.80088,6.151524,20.60871,7.792228
9043,22.07996,22.73365,6.049985,20.59781,7.801733
9045,22.32248,22.70405,6.059254,20.54973,7.82094
9047,22.40417,22.6764,5.913885,20.17624,7.702829
9049,22.38885,22.58143,5.81376,20.01558,7.199102
9051,22.29351,22.1531,5.633274,19.71748,6.931558
9053,21.74154,22.1371,5.521826,19.38741,6.80793
9055,21.55997,22.0429,5.327594,19.31819,6.744187
9057,21.58981,22.01505,5.359497,19.2729,6.727828
9059,21.87401,22.25043,5.508303,19.26312,6.752669
9061,21.63678,22.20336,5.005866,19.18501,6.620582
9063,21.39865,21.89027,5.025092,19.04311,6.568139
9065,21.2217,21.82531,5.069077,18.99927,6.52222
9067,21.06804,21.69446,5.149897,18.92839,6.515548
9069,20.93022,21.66897,5.232118,18.86991,6.474678
9071,20.68237,21.57525,5.316748,18.87519,6.412628
9073,20.24194,21.36173,5.373196,18.70563,6.37812
9075,19.6899,21.15908,5.310583,18.69616,6.296115
9077,19.35995,20.95845,5.149584,18.5801,6.274132
9079,18.87598,20.42712,4.724102,18.30742,6.182368
9081,18.18148,20.15007,4.326303,17.86231,5.961082
9083,17.79653,20.12806,4.261709,17.85602,5.940207
9085,17.40314,20.10093,4.260044,17.82985,5.934332
9087,17.05909,20.0975,4.311105,17.88688,5.956251
9089,16.71578,20.09413,4.355625,17.9662,5.895836
9091,16.40156,20.10406,4.36685,17.91039,5.915005
9093,16.08734,19.98453,4.378076,17.85361,5.91405
9095,15.78634,19.70219,4.363163,17.56404,5.872806
9097,15.58116,19.674,4.499744,17.44564,5.813688
9099,15.44797,20.02999,4.579604,17.49754,5.902198
9101,15.32242,20.06556,4.593021,17.51184,5.865699
9103,15.21796,20.1132,4.6104,17.74677,5.941862
9105,15.81748,20.29876,4.716289,18.28724,5.990311
9107,15.95584,20.35649,4.699423,18.21714,6.018434
9109,14.99858,19.80041,4.71594,17.7819,6.048266
9111,14.58344,19.66227,4.734058,17.69177,6.001794
9113,14.44564,19.5936,4.725651,17.61873,5.97765
9115,14.1767,19.45114,4.651496,17.46231,5.926693
9117,13.73635,19.39244,4.553183,17.34213,5.845281
9119,13.10117,19.31381,4.510658,17.26585,5.815598
9121,12.5463,19.10604,4.360083,16.90395,5.725638
9123,12.45562,18.99273,4.145923,16.71031,5.511265
9125,12.37485,18.89044,4.074653,16.6494,5.487123
9127,12.29409,18.78796,4.064572,16.56385,5.450723
9129,12.22503,18.68572,4.054491,16.43606,5.325228
9131,12.1561,18.58336,4.044409,16.35653,5.288041
9133,12.0873,18.48089,4.034327,16.29091,5.250853
9135,12.01851,18.36091,4.024246,16.22529,5.202748
9137,11.94795,18.21006,3.977456,16.14153,5.008018
9139,11.45997,17.93271,3.791588,16.05083,4.958837
9141,11.348,17.69891,3.600152,15.93037,4.882076
9143,11.23457,17.44505,3.56002,15.71619,4.744267
9145,11.1493,17.17321,3.513047,15.4713,4.549827
9147,11.10277,16.9883,3.440421,15.29222,4.457181
9149,10.96111,16.61709,3.355478,15.09573,4.25722
9151,10.90159,16.10838,3.096991,14.54925,4.159346
9153,10.86273,16.05883,3.012437,14.28985,4.081954
9155,10.75693,16.00615,2.927883,14.02527,3.995357
9157,10.65153,15.94193,2.826505,13.9142,3.908719
9159,10.39389,15.70943,2.714659,13.72841,3.778395
9161,10.12993,15.49318,2.580057,13.6428,3.706585
9163,9.111973,14.78137,2.417002,13.37538,3.493572
9165,9.081601,14.73153,2.389125,13.26043,3.455837
9167,9.051229,14.64201,2.361248,13.22709,3.417152
9169,9.020857,14.64536,2.33337,13.20031,3.402164
9171,8.990485,14.63064,2.305493,13.17093,3.395545
9173,8.960114,14.5592,2.279668,13.10478,3.373144
9175,8.929718,14.48776,2.253843,13.07084,3.359458
9177,8.897962,14.42123,2.228018,13.03428,3.34455
9179,8.866204,14.35471,2.212425,13.01727,3.332402
9181,8.834448,14.28819,2.200427,12.99949,3.320336
9183,8.802691,14.22167,2.18843,12.9818,3.303379
9185,8.770933,14.15515,2.176432,12.97219,3.28565
9187,8.739177,14.08849,2.164435,12.94598,3.25658
9189,8.707419,14.0217,2.152437,12.92783,3.233835
9191,8.648227,13.84844,2.127159,12.87767,3.173146
9193,8.561598,13.72245,2.062464,12.51611,3.114884
9195,8.386855,13.58264,2.012262,12.35798,3.02387
9197,8.123782,13.39442,1.858581,12.26681,2.901892
9199,7.837415,13.13049,1.818156,12.01602,2.79029
9201,7.660903,12.77501,1.778089,11.63617,2.69785
9203,7.539769,12.60996,1.675461,11.17686,2.558699
9205,7.45957,12.51409,1.644214,11.12118,2.527986
9207,7.377634,12.41378,1.633702,10.93279,2.487183
9209,7.295697,12.31348,1.623189,10.70207,2.413686
9211,6.598622,11.96501,1.543179,10.08601,2.200106
9213,6.307716,11.37838,1.433105,9.672071,2.077657
9215,6.234665,11.12209,1.287229,9.485964,1.933976
9217,6.176487,10.91623,1.250912,9.371092,1.868566
9219,6.115502,10.6572,1.193706,9.17464,1.818293
9221,6.054595,10.42578,1.067789,8.977118,1.770054
9223,5.989521,10.13186,1.005054,8.847177,1.65088
9225,5.92969,9.910358,0.9641234,8.702289,1.616181
9227,5.869963,9.71479,0.9231924,8.603627,1.547673
9229,5.810236,9.585137,0.9150985,8.458164,1.4895
9231,5.750441,9.544845,0.9131759,8.370755,1.455469
9233,5.723798,9.542754,0.9241908,8.480236,1.422849
9235,5.407076,9.549181,0.8742985,8.312378,1.342734
9237,5.375488,9.603655,0.8594243,8.296611,1.314963
9239,5.419952,9.648323,0.8455734,8.324722,1.305388
9241,5.321865,9.586023,0.8347666,8.318807,1.247832
9243,5.160186,9.506945,0.7363564,8.082849,1.205363
9245,4.939882,9.152805,0.5862172,7.821223,1.11314
9247,4.799563,8.959901,0.5925048,7.713491,1.092065
9249,4.778602,9.025925,0.6107012,7.640044,1.102503
9251,4.791761,8.911222,0.630556,7.680179,1.124207
9253,4.967294,8.96075,0.6442542,7.66742,1.164196
9255,4.98889,8.968828,0.6206962,7.617847,1.169996
9257,4.803608,8.771291,0.5764095,7.568134,1.156041
9259,4.34681,8.503639,0.5368547,7.459866,1.079047
9261,4.373292,8.526059,0.5214671,7.370122,1.061016
9263,4.438419,8.58968,0.5073339,7.397743,1.055899
9265,4.672322,8.684481,0.5044661,7.554481,1.112171
9267,4.797762,8.793676,0.5149193,7.643268,1.179603
9269,4.791701,8.89008,0.5130343,7.651685,1.19823
9271,4.78556,8.991249,0.5169992,7.57788,1.167161
9273,4.774777,9.108757,0.5209641,7.583154,1.159824
9275,4.891918,9.261587,0.6042868,7.981763,1.217152
9277,4.862177,9.491954,0.6020567,8.149955,1.255001
9279,4.871131,9.804939,0.6214534,8.202415,1.313307
9281,4.871108,9.838676,0.6411058,8.21058,1.314954
9283,4.871131,10.08593,0.6554004,8.270642,1.335322
9285,4.875606,10.39149,0.636422,8.4095,1.533827
9287,4.907312,10.63381,0.6733695,8.520926,1.498484
9289,4.991154,10.8205,0.7724903,8.849672,1.54133
9291,4.977091,10.92799,0.7832938,8.998984,1.622664
9293,4.998243,11.18661,0.8025886,9.147812,1.728869
9295,4.995155,11.5485,0.8621629,9.404268,1.830149
9297,4.95587,11.67937,0.9554663,9.418176,1.854723
9299,4.908975,11.61588,0.9905382,9.361945,1.826378
9301,4.852209,11.62236,0.9972395,9.313839,1.810636
9303,4.771059,11.68113,0.9721252,9.282258,1.803179
9305,4.045558,11.69044,0.9174109,9.156543,1.756485
9307,4.090437,11.58296,1.071237,9.410365,1.86792
9309,4.175399,11.33321,1.0595,9.281277,1.844071
9311,4.242172,11.23019,1.057504,9.334451,1.778258
9313,4.321504,11.59988,1.07619,9.475553,1.802784
9315,4.473186,11.96846,1.240934,9.659255,1.888835
9317,4.511847,12.49778,1.456172,9.858879,2.00166
9319,4.550444,12.89639,1.560081,10.14877,2.155178
9321,4.570899,13.11205,1.598503,10.43927,2.228481
9323,4.610791,13.19658,1.720888,10.88822,2.310508
9325,4.632864,13.25489,1.76596,11.05137,2.403938
9327,4.65253,13.32156,1.856699,11.18139,2.517116
9329,4.677077,13.37512,1.899948,11.50808,2.593026
9331,4.88435,13.61865,1.940083,11.66946,2.741769
9333,5.046637,13.76989,2.073559,12.02178,2.89777
9335,5.207754,14.15164,2.07868,12.41824,3.116049
9337,5.371597,14.33883,2.253226,12.67755,3.220442
9339,5.686479,14.74409,2.310433,12.90442,3.344892
9341,5.802032,14.93184,2.333351,12.98095,3.408575
9343,5.926003,15.11925,2.353712,13.03376,3.423959
9345,6.058393,15.30632,2.371517,13.09843,3.503609
9347,6.183317,15.46738,2.431233,13.29661,3.576653
9349,6.378037,15.53358,2.45836,13.51211,3.654058
9351,6.624129,15.59729,2.482952,13.78834,3.719325
9353,6.858565,15.67654,2.566575,14.08404,3.848427
9355,7.088361,15.96086,2.668953,14.43443,4.014231
9357,7.606379,16.89241,2.828544,14.85751,4.345751
9359,7.907159,17.1099,2.921453,15.13597,4.384264
9361,8.009211,17.20696,3.030372,15.52021,4.586233
9363,8.132705,17.29963,3.043014,15.79355,4.694408
9365,8.18205,17.3425,3.051963,15.87029,4.722602
9367,8.231395,17.38536,3.060913,15.915,4.748654
9369,8.28074,17.42971,3.06897,15.93927,4.767665
9371,8.356139,17.76003,3.242029,16.11515,4.850472
9373,8.423459,18.12235,3.677958,16.38796,4.891444
9375,8.533975,18.49431,3.732451,16.76382,4.966626
9377,8.650117,19.13217,4.24951,17.4558,5.286568
9379,8.708499,19.32806,4.394548,17.61637,5.326986
9381,8.739659,19.42234,4.473854,17.72481,5.348949
9383,8.759495,19.67389,4.553161,17.76159,5.398755
9385,8.767555,19.76006,4.734215,17.84971,5.472469
9387,8.775617,19.80815,4.762027,17.89679,5.508708
9389,8.783677,19.85857,4.78963,17.99857,5.58947
9391,8.791739,19.94328,4.788536,18.09897,5.614823
9393,8.803073,20.34963,4.784783,18.32511,5.722075
9395,8.898196,21.22811,4.832052,18.76505,6.179715
9397,8.997114,21.31558,4.909283,19.00935,6.348782
9399,9.063853,21.39984,4.968009,19.12286,6.456137
9401,9.076002,21.53322,5.091439,19.21502,6.526316
9403,9.101282,21.71872,5.126053,19.4416,6.654612
9405,9.177188,22.17411,5.507511,19.73808,6.931301
9407,9.244997,22.81856,5.749285,20.29944,7.341116
9409,9.260983,23.28394,5.936512,20.47132,7.433234
9411,9.268674,23.50477,5.992685,20.57034,7.448565
9413,9.296697,23.8116,6.419819,20.91433,7.673837
9415,9.326687,24.24207,6.550416,21.19477,7.883492
9417,9.334075,24.39573,6.596985,21.29597,7.99436
9419,9.342258,24.5734,6.629987,21.52395,8.147542
9421,9.351175,24.78107,6.667531,21.85435,8.257289
9423,9.361047,25.04663,6.694141,21.97656,8.369761
9425,9.409149,25.73883,6.718361,22.3034,8.431053
9427,9.459567,26.19654,6.736055,22.89587,8.522004
9429,9.460402,26.34233,6.743062,22.98273,8.56237
9431,9.461238,26.54729,6.823581,23.05206,8.638135
9433,9.428914,26.19017,7.024288,23.0983,8.601399
9435,9.289835,26.18838,6.959934,23.07447,8.588783
9437,9.16719,26.26923,6.87286,23.16294,8.601054
9439,9.008303,26.54489,6.917882,23.23085,8.64787
9441,8.951146,26.49397,7.274312,23.25861,8.653283
9443,8.892416,26.45844,7.269619,23.25496,8.780663
9445,8.833686,26.38279,7.263078,23.1882,8.908041
9447,8.777823,26.38368,7.257148,23.111,8.846472
9449,8.697589,26.3944,7.243579,23.15142,8.850322
9451,8.629152,26.37617,7.229086,23.06598,8.748803
9453,8.398716,26.36217,7.2287,23.03078,8.682559
9455,8.320477,26.21108,7.215899,22.95485,8.626097
9457,8.230256,26.01142,7.204803,22.84127,8.56962
9459,8.186421,25.79033,7.113534,22.73106,8.500016
9461,8.142588,25.56043,7.020875,22.6138,8.449127
9463,8.060264,25.45165,6.931065,22.49221,8.448777
9465,7.811756,25.24805,6.892639,22.33714,8.414023
9467,7.669151,24.90609,6.836118,22.15436,8.220284
9469,7.655195,24.83571,6.79611,21.97558,8.141232
9471,7.63831,24.65282,6.698471,21.79561,8.103193
9473,7.621624,24.36173,6.491831,21.68037,8.111933
9475,7.47688,23.36957,6.39866,21.09743,7.878196
9477,7.508308,23.04498,6.389462,20.90532,7.705005
9479,7.553053,23.03702,6.378423,20.84959,7.742485
9481,7.59267,23.09528,6.380353,20.83173,7.805746
